siparis_id,toplam_tutar,saat,gun_no,hava_durumu,sicaklik_c,urun_sayisi,hafta_sonu,kisi_sayisi,yas_grubu
5808,1970.0,19,2,Güneşli,23.0,4,0,2,25-34
5809,2285.0,19,2,Yağmurlu,26.0,5,0,2,25-34
5810,3620.0,19,2,Soğuk/Karlı,19.0,5,0,2,25-34
5811,2805.0,19,2,Bulutlu,8.0,4,0,2,25-34
5812,2075.0,19,2,Soğuk/Karlı,26.0,5,0,2,25-34
5813,2370.0,19,2,Yağmurlu,13.0,4,0,2,25-34
5814,3215.0,19,2,Yağmurlu,9.0,4,0,2,25-34
5815,2270.0,19,2,Soğuk/Karlı,25.0,3,0,1,25-34
5816,1495.0,19,2,Bulutlu,9.0,3,0,1,25-34
5817,1630.0,20,2,Soğuk/Karlı,12.0,4,0,2,25-34
5818,2065.0,20,2,Bulutlu,26.0,4,0,2,25-34
5819,3780.0,20,2,Yağmurlu,19.0,4,0,2,25-34
5820,1960.0,20,2,Bulutlu,18.0,4,0,2,25-34
5821,2660.0,20,2,Soğuk/Karlı,16.0,3,0,1,25-34
5822,2055.0,20,2,Soğuk/Karlı,14.0,3,0,1,25-34
5823,2640.0,20,2,Bulutlu,14.0,3,0,1,25-34
5824,1460.0,20,2,Güneşli,22.0,3,0,1,25-34
5825,3360.0,20,2,Yağmurlu,23.0,5,0,2,25-34
5826,1680.0,20,2,Soğuk/Karlı,15.0,3,0,1,25-34
5827,2250.0,20,2,Soğuk/Karlı,10.0,4,0,2,25-34
5828,2400.0,20,2,Bulutlu,24.0,3,0,1,25-34
5829,4745.0,20,2,Soğuk/Karlı,21.0,4,0,2,25-34
5830,3315.0,20,2,Güneşli,11.0,2,0,1,25-34
5831,3400.0,20,2,Bulutlu,15.0,4,0,2,25-34
5832,1220.0,21,2,Soğuk/Karlı,22.0,2,0,1,25-34
5833,3905.0,21,2,Bulutlu,9.0,4,0,2,25-34
5834,3470.0,21,2,Soğuk/Karlı,22.0,3,0,1,25-34
5835,3080.0,21,2,Soğuk/Karlı,26.0,4,0,2,25-34
5836,3490.0,21,2,Güneşli,15.0,4,0,2,25-34
5837,2640.0,21,2,Bulutlu,16.0,4,0,2,25-34
5838,2220.0,21,2,Bulutlu,10.0,3,0,1,25-34
5839,2000.0,21,2,Bulutlu,15.0,4,0,2,25-34
5840,1420.0,21,2,Bulutlu,19.0,4,0,2,25-34
5841,2475.0,21,2,Güneşli,8.0,4,0,2,25-34
5842,2360.0,21,2,Soğuk/Karlı,26.0,4,0,2,25-34
5843,1980.0,21,2,Bulutlu,19.0,4,0,2,25-34
5844,3440.0,21,2,Soğuk/Karlı,13.0,4,0,2,25-34
5845,3240.0,21,2,Yağmurlu,18.0,4,0,2,25-34
5846,3425.0,21,2,Bulutlu,26.0,4,0,2,25-34
5847,3370.0,21,2,Yağmurlu,18.0,4,0,2,25-34
5848,2250.0,21,2,Bulutlu,10.0,4,0,2,25-34
5849,2920.0,21,2,Yağmurlu,22.0,4,0,2,25-34
5850,3360.0,21,2,Bulutlu,13.0,4,0,2,25-34
5851,2180.0,21,2,Güneşli,14.0,4,0,2,25-34
5852,3010.0,21,2,Güneşli,20.0,4,0,2,25-34
5853,1995.0,21,2,Soğuk/Karlı,18.0,3,0,1,25-34
5854,1840.0,21,2,Bulutlu,19.0,5,0,2,25-34
5855,1570.0,21,2,Güneşli,12.0,4,0,2,25-34
5856,2360.0,21,2,Güneşli,10.0,3,0,1,25-34
5857,2130.0,21,2,Yağmurlu,10.0,3,0,1,25-34
5858,4255.0,21,2,Soğuk/Karlı,25.0,4,0,2,25-34
5859,2685.0,21,2,Güneşli,13.0,3,0,1,25-34
5860,260.0,22,2,Güneşli,24.0,2,0,1,25-34
5861,45.0,23,2,Yağmurlu,26.0,1,0,1,25-34
5862,130.0,23,2,Güneşli,23.0,1,0,1,25-34
5863,215.0,0,3,Bulutlu,23.0,2,0,1,25-34
5864,115.0,0,3,Güneşli,24.0,1,0,1,25-34
5865,255.0,0,3,Yağmurlu,23.0,2,0,1,25-34
5866,35.0,1,3,Bulutlu,16.0,1,0,1,25-34
5867,85.0,1,3,Soğuk/Karlı,8.0,1,0,1,25-34
5868,770.0,8,3,Soğuk/Karlı,22.0,2,0,1,25-34
5869,665.0,8,3,Güneşli,14.0,2,0,1,25-34
5870,1110.0,8,3,Yağmurlu,12.0,2,0,1,25-34
5871,425.0,8,3,Soğuk/Karlı,16.0,2,0,1,25-34
5872,735.0,8,3,Yağmurlu,8.0,2,0,1,25-34
5873,460.0,8,3,Soğuk/Karlı,23.0,2,0,1,25-34
5874,1040.0,9,3,Yağmurlu,22.0,2,0,1,25-34
5875,1005.0,9,3,Yağmurlu,14.0,2,0,1,25-34
5876,1075.0,9,3,Güneşli,19.0,2,0,1,25-34
5877,530.0,9,3,Güneşli,13.0,2,0,1,25-34
5878,770.0,9,3,Bulutlu,19.0,2,0,1,25-34
5879,735.0,9,3,Bulutlu,18.0,2,0,1,25-34
5880,390.0,9,3,Yağmurlu,12.0,2,0,1,25-34
5881,970.0,9,3,Yağmurlu,17.0,2,0,1,25-34
5882,1005.0,10,3,Güneşli,23.0,2,0,1,25-34
5883,1040.0,10,3,Yağmurlu,20.0,2,0,1,25-34
5884,1110.0,10,3,Yağmurlu,8.0,2,0,1,25-34
5885,390.0,10,3,Bulutlu,22.0,2,0,1,25-34
5886,1005.0,10,3,Güneşli,26.0,2,0,1,25-34
5887,1075.0,10,3,Soğuk/Karlı,19.0,2,0,1,25-34
5888,665.0,10,3,Bulutlu,18.0,2,0,1,25-34
5889,530.0,10,3,Yağmurlu,20.0,2,0,1,25-34
5890,35.0,11,3,Güneşli,11.0,1,0,1,25-34
5891,130.0,11,3,Bulutlu,23.0,1,0,1,25-34
5892,205.0,11,3,Bulutlu,13.0,2,0,1,25-34
5893,305.0,11,3,Soğuk/Karlı,12.0,2,0,1,25-34
5894,495.0,12,3,Bulutlu,10.0,3,0,1,25-34
5895,495.0,12,3,Soğuk/Karlı,17.0,3,0,1,25-34
5896,375.0,12,3,Bulutlu,15.0,2,0,1,25-34
5897,495.0,12,3,Yağmurlu,12.0,3,0,1,25-34
5898,465.0,12,3,Yağmurlu,16.0,2,0,1,25-34
5899,325.0,12,3,Soğuk/Karlı,11.0,2,0,1,25-34
5900,325.0,12,3,Güneşli,9.0,2,0,1,25-34
5901,355.0,12,3,Soğuk/Karlı,10.0,2,0,1,25-34
5902,535.0,12,3,Bulutlu,20.0,3,0,1,25-34
5903,340.0,12,3,Bulutlu,20.0,2,0,1,25-34
5904,325.0,12,3,Güneşli,16.0,2,0,1,25-34
5905,495.0,12,3,Yağmurlu,8.0,3,0,1,25-34
5906,375.0,12,3,Güneşli,10.0,2,0,1,25-34
5907,535.0,12,3,Bulutlu,10.0,3,0,1,25-34
5908,535.0,12,3,Yağmurlu,10.0,3,0,1,25-34
5909,465.0,12,3,Bulutlu,23.0,2,0,1,25-34
5910,375.0,12,3,Bulutlu,16.0,2,0,1,25-34
5911,340.0,12,3,Güneşli,10.0,2,0,1,25-34
5912,495.0,12,3,Soğuk/Karlı,16.0,3,0,1,25-34
5913,455.0,12,3,Soğuk/Karlı,10.0,3,0,1,25-34
5914,325.0,13,3,Yağmurlu,18.0,2,0,1,25-34
5915,445.0,13,3,Yağmurlu,12.0,2,0,1,25-34
5916,340.0,13,3,Güneşli,19.0,2,0,1,25-34
5917,325.0,13,3,Yağmurlu,16.0,2,0,1,25-34
5918,355.0,13,3,Bulutlu,16.0,2,0,1,25-34
5919,465.0,13,3,Güneşli,9.0,2,0,1,25-34
5920,340.0,13,3,Bulutlu,11.0,2,0,1,25-34
5921,535.0,13,3,Bulutlu,10.0,3,0,1,25-34
5922,535.0,13,3,Güneşli,17.0,3,0,1,25-34
5923,445.0,13,3,Yağmurlu,13.0,2,0,1,25-34
5924,340.0,13,3,Bulutlu,11.0,2,0,1,25-34
5925,340.0,13,3,Bulutlu,24.0,2,0,1,25-34
5926,375.0,13,3,Yağmurlu,21.0,2,0,1,25-34
5927,325.0,13,3,Bulutlu,25.0,2,0,1,25-34
5928,355.0,13,3,Soğuk/Karlı,13.0,2,0,1,25-34
5929,340.0,13,3,Yağmurlu,15.0,2,0,1,25-34
5930,495.0,13,3,Bulutlu,24.0,3,0,1,25-34
5931,535.0,13,3,Yağmurlu,20.0,3,0,1,25-34
5932,340.0,13,3,Yağmurlu,8.0,2,0,1,25-34
5933,325.0,13,3,Bulutlu,17.0,2,0,1,25-34
5934,495.0,13,3,Soğuk/Karlı,12.0,3,0,1,25-34
5935,45.0,14,3,Bulutlu,21.0,1,0,1,25-34
5936,85.0,14,3,Soğuk/Karlı,20.0,1,0,1,25-34
5937,65.0,14,3,Bulutlu,18.0,1,0,1,25-34
5938,75.0,14,3,Yağmurlu,12.0,1,0,1,25-34
5939,115.0,15,3,Bulutlu,15.0,1,0,1,25-34
5940,35.0,15,3,Soğuk/Karlı,15.0,1,0,1,25-34
5941,275.0,15,3,Güneşli,19.0,2,0,1,25-34
5942,140.0,16,3,Yağmurlu,24.0,2,0,1,25-34
5943,130.0,16,3,Yağmurlu,26.0,1,0,1,25-34
5944,75.0,17,3,Güneşli,10.0,1,0,1,25-34
5945,75.0,17,3,Bulutlu,22.0,1,0,1,25-34
5946,240.0,17,3,Bulutlu,11.0,2,0,1,25-34
5947,35.0,17,3,Bulutlu,9.0,1,0,1,25-34
5948,240.0,18,3,Soğuk/Karlı,19.0,2,0,1,25-34
5949,355.0,18,3,Güneşli,14.0,2,0,1,25-34
5950,115.0,18,3,Bulutlu,26.0,1,0,1,25-34
5951,4245.0,19,3,Yağmurlu,22.0,4,0,2,25-34
5952,2025.0,19,3,Soğuk/Karlı,14.0,4,0,2,25-34
5953,3645.0,19,3,Bulutlu,25.0,4,0,2,25-34
5954,2960.0,19,3,Güneşli,20.0,5,0,2,25-34
5955,2345.0,19,3,Güneşli,25.0,2,0,1,25-34
5956,2820.0,19,3,Güneşli,17.0,3,0,1,25-34
5957,3910.0,19,3,Güneşli,23.0,4,0,2,25-34
5958,2145.0,19,3,Bulutlu,12.0,3,0,1,25-34
5959,3520.0,19,3,Yağmurlu,8.0,4,0,2,25-34
5960,2135.0,19,3,Yağmurlu,17.0,4,0,2,25-34
5961,2280.0,19,3,Bulutlu,13.0,3,0,1,25-34
5962,3520.0,19,3,Bulutlu,24.0,5,0,2,25-34
5963,1830.0,19,3,Bulutlu,16.0,3,0,1,25-34
5964,2825.0,19,3,Bulutlu,15.0,5,0,2,25-34
5965,3795.0,19,3,Soğuk/Karlı,21.0,4,0,2,25-34
5966,4495.0,19,3,Soğuk/Karlı,9.0,5,0,2,25-34
5967,3565.0,19,3,Bulutlu,14.0,5,0,2,25-34
5968,1695.0,19,3,Yağmurlu,10.0,4,0,2,25-34
5969,3130.0,19,3,Güneşli,8.0,4,0,2,25-34
5970,3995.0,19,3,Yağmurlu,25.0,4,0,2,25-34
5971,3590.0,19,3,Güneşli,12.0,4,0,2,25-34
5972,2160.0,19,3,Soğuk/Karlı,23.0,4,0,2,25-34
5973,3020.0,19,3,Bulutlu,10.0,4,0,2,25-34
5974,2280.0,19,3,Yağmurlu,17.0,5,0,2,25-34
5975,3550.0,19,3,Bulutlu,14.0,5,0,2,25-34
5976,1955.0,20,3,Bulutlu,15.0,5,0,2,25-34
5977,1440.0,20,3,Yağmurlu,19.0,3,0,1,25-34
5978,2840.0,20,3,Soğuk/Karlı,19.0,4,0,2,25-34
5979,2765.0,20,3,Bulutlu,10.0,3,0,1,25-34
5980,2220.0,20,3,Güneşli,22.0,3,0,1,25-34
5981,1480.0,20,3,Soğuk/Karlı,21.0,4,0,2,25-34
5982,1120.0,20,3,Soğuk/Karlı,22.0,4,0,2,25-34
5983,2510.0,20,3,Bulutlu,10.0,3,0,1,25-34
5984,2955.0,20,3,Yağmurlu,11.0,4,0,2,25-34
5985,2900.0,20,3,Soğuk/Karlı,21.0,2,0,1,25-34
5986,3280.0,20,3,Yağmurlu,10.0,4,0,2,25-34
5987,3165.0,20,3,Soğuk/Karlı,9.0,4,0,2,25-34
5988,2010.0,20,3,Güneşli,12.0,2,0,1,25-34
5989,3190.0,20,3,Soğuk/Karlı,19.0,4,0,2,25-34
5990,3295.0,20,3,Güneşli,13.0,4,0,2,25-34
5991,2965.0,20,3,Güneşli,15.0,2,0,1,25-34
5992,3380.0,20,3,Soğuk/Karlı,14.0,3,0,1,25-34
5993,3585.0,20,3,Bulutlu,19.0,5,0,2,25-34
5994,2805.0,20,3,Güneşli,22.0,5,0,2,25-34
5995,2400.0,20,3,Bulutlu,14.0,5,0,2,25-34
5996,2650.0,20,3,Yağmurlu,24.0,4,0,2,25-34
5997,2350.0,20,3,Soğuk/Karlı,26.0,4,0,2,25-34
5998,3120.0,20,3,Soğuk/Karlı,26.0,4,0,2,25-34
5999,2740.0,20,3,Güneşli,10.0,3,0,1,25-34
6000,1200.0,20,3,Güneşli,23.0,3,0,1,25-34
6001,2110.0,20,3,Soğuk/Karlı,14.0,3,0,1,25-34
6002,1405.0,20,3,Yağmurlu,13.0,4,0,2,25-34
6003,3390.0,20,3,Soğuk/Karlı,26.0,4,0,2,25-34
6004,3245.0,20,3,Bulutlu,25.0,4,0,2,25-34
6005,1960.0,20,3,Yağmurlu,11.0,4,0,2,25-34
6006,3350.0,20,3,Güneşli,17.0,3,0,1,25-34
6007,1975.0,20,3,Güneşli,18.0,3,0,1,25-34
6008,1680.0,20,3,Yağmurlu,12.0,3,0,1,25-34
6009,2760.0,20,3,Bulutlu,20.0,4,0,2,25-34
6010,1600.0,21,3,Bulutlu,13.0,4,0,2,25-34
6011,1945.0,21,3,Yağmurlu,16.0,4,0,2,25-34
6012,4365.0,21,3,Güneşli,8.0,5,0,2,25-34
6013,3215.0,21,3,Bulutlu,15.0,4,0,2,25-34
6014,2320.0,21,3,Güneşli,10.0,3,0,1,25-34
6015,4380.0,21,3,Yağmurlu,14.0,4,0,2,25-34
6016,1770.0,21,3,Soğuk/Karlı,9.0,4,0,2,25-34
6017,2025.0,21,3,Yağmurlu,15.0,4,0,2,25-34
6018,4000.0,21,3,Güneşli,18.0,3,0,1,25-34
6019,2745.0,21,3,Yağmurlu,22.0,4,0,2,25-34
6020,3845.0,21,3,Yağmurlu,21.0,3,0,1,25-34
6021,2980.0,21,3,Soğuk/Karlı,25.0,2,0,1,25-34
6022,2940.0,21,3,Güneşli,25.0,5,0,2,25-34
6023,3295.0,21,3,Bulutlu,13.0,3,0,1,25-34
6024,3545.0,21,3,Güneşli,22.0,5,0,2,25-34
6025,1680.0,21,3,Güneşli,22.0,4,0,2,25-34
6026,2425.0,21,3,Güneşli,16.0,3,0,1,25-34
6027,1950.0,21,3,Bulutlu,12.0,3,0,1,25-34
6028,2965.0,21,3,Soğuk/Karlı,16.0,3,0,1,25-34
6029,2550.0,21,3,Bulutlu,22.0,5,0,2,25-34
6030,3130.0,21,3,Bulutlu,24.0,5,0,2,25-34
6031,2370.0,21,3,Bulutlu,24.0,4,0,2,25-34
6032,1875.0,21,3,Yağmurlu,17.0,3,0,1,25-34
6033,1915.0,21,3,Güneşli,22.0,5,0,2,25-34
6034,3550.0,21,3,Bulutlu,12.0,5,0,2,25-34
6035,3280.0,21,3,Bulutlu,15.0,5,0,2,25-34
6036,3915.0,21,3,Bulutlu,15.0,4,0,2,25-34
6037,1900.0,21,3,Güneşli,26.0,3,0,1,25-34
6038,35.0,22,3,Soğuk/Karlı,22.0,1,0,1,25-34
6039,305.0,22,3,Bulutlu,14.0,2,0,1,25-34
6040,225.0,22,3,Soğuk/Karlı,13.0,2,0,1,25-34
6041,130.0,23,3,Güneşli,14.0,1,0,1,25-34
6042,115.0,23,3,Yağmurlu,26.0,1,0,1,25-34
6043,295.0,0,4,Güneşli,12.0,2,0,1,25-34
6044,65.0,0,4,Güneşli,9.0,1,0,1,25-34
6045,85.0,0,4,Yağmurlu,23.0,1,0,1,25-34
6046,65.0,1,4,Bulutlu,10.0,1,0,1,25-34
6047,260.0,1,4,Yağmurlu,14.0,2,0,1,25-34
6048,65.0,1,4,Soğuk/Karlı,20.0,1,0,1,25-34
6049,970.0,8,4,Bulutlu,22.0,2,0,1,25-34
6050,1110.0,8,4,Güneşli,9.0,2,0,1,25-34
6051,425.0,8,4,Soğuk/Karlı,8.0,2,0,1,25-34
6052,770.0,8,4,Yağmurlu,11.0,2,0,1,25-34
6053,700.0,8,4,Soğuk/Karlı,16.0,2,0,1,25-34
6054,1075.0,8,4,Güneşli,21.0,2,0,1,25-34
6055,390.0,8,4,Yağmurlu,20.0,2,0,1,25-34
6056,1075.0,8,4,Soğuk/Karlı,15.0,2,0,1,25-34
6057,770.0,8,4,Soğuk/Karlı,24.0,2,0,1,25-34
6058,530.0,8,4,Soğuk/Karlı,21.0,2,0,1,25-34
6059,700.0,9,4,Soğuk/Karlı,12.0,2,0,1,25-34
6060,1040.0,9,4,Soğuk/Karlı,23.0,2,0,1,25-34
6061,425.0,9,4,Soğuk/Karlı,15.0,2,0,1,25-34
6062,1075.0,9,4,Güneşli,14.0,2,0,1,25-34
6063,425.0,9,4,Yağmurlu,8.0,2,0,1,25-34
6064,1110.0,9,4,Güneşli,21.0,2,0,1,25-34
6065,735.0,10,4,Bulutlu,21.0,2,0,1,25-34
6066,1040.0,10,4,Soğuk/Karlı,23.0,2,0,1,25-34
6067,1040.0,10,4,Güneşli,22.0,2,0,1,25-34
6068,425.0,10,4,Bulutlu,8.0,2,0,1,25-34
6069,390.0,10,4,Bulutlu,16.0,2,0,1,25-34
6070,770.0,10,4,Güneşli,8.0,2,0,1,25-34
6071,700.0,10,4,Güneşli,20.0,2,0,1,25-34
6072,665.0,10,4,Soğuk/Karlı,14.0,2,0,1,25-34
6073,460.0,10,4,Güneşli,22.0,2,0,1,25-34
6074,460.0,10,4,Yağmurlu,20.0,2,0,1,25-34
6075,460.0,10,4,Güneşli,23.0,2,0,1,25-34
6076,1005.0,10,4,Güneşli,19.0,2,0,1,25-34
6077,215.0,11,4,Güneşli,13.0,2,0,1,25-34
6078,150.0,11,4,Güneşli,20.0,2,0,1,25-34
6079,240.0,11,4,Bulutlu,13.0,2,0,1,25-34
6080,455.0,12,4,Yağmurlu,18.0,3,0,1,25-34
6081,455.0,12,4,Güneşli,10.0,3,0,1,25-34
6082,535.0,12,4,Soğuk/Karlı,13.0,3,0,1,25-34
6083,375.0,12,4,Yağmurlu,20.0,2,0,1,25-34
6084,495.0,12,4,Bulutlu,11.0,3,0,1,25-34
6085,535.0,12,4,Yağmurlu,21.0,3,0,1,25-34
6086,355.0,12,4,Bulutlu,15.0,2,0,1,25-34
6087,495.0,12,4,Yağmurlu,22.0,3,0,1,25-34
6088,325.0,12,4,Güneşli,10.0,2,0,1,25-34
6089,585.0,12,4,Yağmurlu,17.0,3,0,1,25-34
6090,585.0,12,4,Soğuk/Karlı,11.0,3,0,1,25-34
6091,535.0,12,4,Güneşli,13.0,3,0,1,25-34
6092,465.0,12,4,Güneşli,12.0,2,0,1,25-34
6093,465.0,12,4,Yağmurlu,11.0,2,0,1,25-34
6094,465.0,13,4,Bulutlu,24.0,2,0,1,25-34
6095,465.0,13,4,Yağmurlu,14.0,2,0,1,25-34
6096,585.0,13,4,Yağmurlu,13.0,3,0,1,25-34
6097,495.0,13,4,Güneşli,15.0,3,0,1,25-34
6098,325.0,13,4,Bulutlu,10.0,2,0,1,25-34
6099,375.0,13,4,Soğuk/Karlı,10.0,2,0,1,25-34
6100,355.0,13,4,Yağmurlu,15.0,2,0,1,25-34
6101,395.0,13,4,Soğuk/Karlı,26.0,2,0,1,25-34
6102,585.0,13,4,Yağmurlu,21.0,3,0,1,25-34
6103,395.0,13,4,Güneşli,11.0,2,0,1,25-34
6104,395.0,13,4,Bulutlu,14.0,2,0,1,25-34
6105,340.0,13,4,Güneşli,22.0,2,0,1,25-34
6106,355.0,13,4,Bulutlu,9.0,2,0,1,25-34
6107,585.0,13,4,Bulutlu,11.0,3,0,1,25-34
6108,395.0,13,4,Güneşli,11.0,2,0,1,25-34
6109,535.0,13,4,Bulutlu,15.0,3,0,1,25-34
6110,535.0,13,4,Yağmurlu,15.0,3,0,1,25-34
6111,455.0,13,4,Yağmurlu,24.0,3,0,1,25-34
6112,465.0,13,4,Yağmurlu,19.0,2,0,1,25-34
6113,305.0,14,4,Güneşli,12.0,2,0,1,25-34
6114,130.0,14,4,Güneşli,10.0,1,0,1,25-34
6115,35.0,14,4,Güneşli,22.0,1,0,1,25-34
6116,225.0,14,4,Soğuk/Karlı,26.0,2,0,1,25-34
6117,75.0,15,4,Güneşli,20.0,1,0,1,25-34
6118,75.0,15,4,Yağmurlu,15.0,1,0,1,25-34
6119,75.0,15,4,Yağmurlu,23.0,1,0,1,25-34
6120,225.0,15,4,Güneşli,14.0,2,0,1,25-34
6121,130.0,16,4,Güneşli,15.0,1,0,1,25-34
6122,310.0,16,4,Bulutlu,21.0,2,0,1,25-34
6123,150.0,16,4,Yağmurlu,13.0,2,0,1,25-34
6124,60.0,16,4,Güneşli,8.0,1,0,1,25-34
6125,35.0,17,4,Bulutlu,23.0,1,0,1,25-34
6126,170.0,17,4,Yağmurlu,21.0,2,0,1,25-34
6127,85.0,17,4,Bulutlu,10.0,1,0,1,25-34
6128,45.0,18,4,Bulutlu,16.0,1,0,1,25-34
6129,115.0,18,4,Güneşli,18.0,1,0,1,25-34
6130,2405.0,19,4,Bulutlu,15.0,3,0,1,25-34
6131,3260.0,19,4,Yağmurlu,16.0,4,0,2,25-34
6132,1660.0,19,4,Soğuk/Karlı,16.0,4,0,2,25-34
6133,1780.0,19,4,Yağmurlu,23.0,5,0,2,25-34
6134,1720.0,19,4,Güneşli,20.0,4,0,2,25-34
6135,2010.0,19,4,Güneşli,8.0,3,0,1,25-34
6136,3150.0,19,4,Bulutlu,25.0,3,0,1,25-34
6137,3495.0,19,4,Yağmurlu,9.0,3,0,1,25-34
6138,1665.0,19,4,Güneşli,24.0,5,0,2,25-34
6139,2515.0,19,4,Soğuk/Karlı,21.0,4,0,2,25-34
6140,2655.0,19,4,Bulutlu,22.0,5,0,2,25-34
6141,2750.0,19,4,Bulutlu,18.0,5,0,2,25-34
6142,2600.0,19,4,Soğuk/Karlı,10.0,3,0,1,25-34
6143,3940.0,19,4,Yağmurlu,21.0,4,0,2,25-34
6144,1275.0,19,4,Bulutlu,12.0,3,0,1,25-34
6145,3575.0,19,4,Soğuk/Karlı,21.0,3,0,1,25-34
6146,2120.0,19,4,Güneşli,8.0,2,0,1,25-34
6147,3785.0,19,4,Yağmurlu,20.0,5,0,2,25-34
6148,2830.0,19,4,Soğuk/Karlı,26.0,4,0,2,25-34
6149,4395.0,19,4,Güneşli,10.0,5,0,2,25-34
6150,1240.0,19,4,Güneşli,12.0,2,0,1,25-34
6151,3900.0,19,4,Yağmurlu,8.0,4,0,2,25-34
6152,1765.0,19,4,Yağmurlu,11.0,3,0,1,25-34
6153,2055.0,19,4,Güneşli,21.0,3,0,1,25-34
6154,2415.0,19,4,Yağmurlu,17.0,4,0,2,25-34
6155,3490.0,19,4,Soğuk/Karlı,21.0,3,0,1,25-34
6156,2385.0,19,4,Bulutlu,23.0,4,0,2,25-34
6157,2230.0,19,4,Güneşli,11.0,4,0,2,25-34
6158,2175.0,19,4,Güneşli,21.0,3,0,1,25-34
6159,2620.0,20,4,Güneşli,13.0,3,0,1,25-34
6160,1845.0,20,4,Güneşli,10.0,3,0,1,25-34
6161,2090.0,20,4,Soğuk/Karlı,15.0,4,0,2,25-34
6162,1655.0,20,4,Güneşli,14.0,3,0,1,25-34
6163,2415.0,20,4,Bulutlu,25.0,2,0,1,25-34
6164,4045.0,20,4,Güneşli,12.0,3,0,1,25-34
6165,3110.0,20,4,Soğuk/Karlı,10.0,5,0,2,25-34
6166,2460.0,20,4,Yağmurlu,14.0,4,0,2,25-34
6167,1490.0,20,4,Soğuk/Karlı,23.0,2,0,1,25-34
6168,1790.0,20,4,Soğuk/Karlı,8.0,5,0,2,25-34
6169,3515.0,20,4,Soğuk/Karlı,18.0,3,0,1,25-34
6170,1675.0,20,4,Soğuk/Karlı,8.0,4,0,2,25-34
6171,1665.0,20,4,Soğuk/Karlı,22.0,2,0,1,25-34
6172,2670.0,20,4,Soğuk/Karlı,14.0,4,0,2,25-34
6173,3590.0,20,4,Güneşli,13.0,4,0,2,25-34
6174,1380.0,21,4,Yağmurlu,9.0,3,0,1,25-34
6175,1230.0,21,4,Yağmurlu,14.0,3,0,1,25-34
6176,2990.0,21,4,Yağmurlu,15.0,4,0,2,25-34
6177,1855.0,21,4,Soğuk/Karlı,26.0,5,0,2,25-34
6178,1450.0,21,4,Soğuk/Karlı,20.0,3,0,1,25-34
6179,1830.0,21,4,Yağmurlu,16.0,3,0,1,25-34
6180,3590.0,21,4,Soğuk/Karlı,10.0,4,0,2,25-34
6181,3600.0,21,4,Yağmurlu,23.0,5,0,2,25-34
6182,2435.0,21,4,Yağmurlu,20.0,4,0,2,25-34
6183,4290.0,21,4,Bulutlu,14.0,4,0,2,25-34
6184,1020.0,21,4,Soğuk/Karlı,14.0,3,0,1,25-34
6185,2600.0,21,4,Yağmurlu,16.0,3,0,1,25-34
6186,2100.0,21,4,Soğuk/Karlı,19.0,4,0,2,25-34
6187,2540.0,21,4,Güneşli,22.0,4,0,2,25-34
6188,3085.0,21,4,Güneşli,16.0,3,0,1,25-34
6189,2470.0,21,4,Soğuk/Karlı,17.0,4,0,2,25-34
6190,1690.0,21,4,Bulutlu,23.0,3,0,1,25-34
6191,2520.0,21,4,Bulutlu,25.0,4,0,2,25-34
6192,2220.0,21,4,Bulutlu,19.0,2,0,1,25-34
6193,1905.0,21,4,Yağmurlu,8.0,3,0,1,25-34
6194,2665.0,21,4,Soğuk/Karlı,11.0,5,0,2,25-34
6195,4205.0,21,4,Yağmurlu,15.0,4,0,2,25-34
6196,2600.0,21,4,Bulutlu,18.0,4,0,2,25-34
6197,3400.0,21,4,Bulutlu,21.0,5,0,2,25-34
6198,1440.0,21,4,Güneşli,12.0,3,0,1,25-34
6199,2725.0,21,4,Bulutlu,21.0,4,0,2,25-34
6200,3280.0,21,4,Bulutlu,10.0,3,0,1,25-34
6201,2990.0,21,4,Soğuk/Karlı,25.0,4,0,2,25-34
6202,2010.0,21,4,Güneşli,10.0,4,0,2,25-34
6203,2055.0,21,4,Güneşli,14.0,3,0,1,25-34
6204,3310.0,21,4,Bulutlu,10.0,4,0,2,25-34
6205,3390.0,21,4,Güneşli,9.0,4,0,2,25-34
6206,2755.0,21,4,Güneşli,23.0,3,0,1,25-34
6207,4520.0,21,4,Bulutlu,14.0,5,0,2,25-34
6208,2385.0,21,4,Yağmurlu,18.0,5,0,2,25-34
6209,280.0,22,4,Bulutlu,16.0,2,0,1,25-34
6210,275.0,22,4,Yağmurlu,20.0,2,0,1,25-34
6211,355.0,23,4,Güneşli,24.0,2,0,1,25-34
6212,45.0,23,4,Yağmurlu,11.0,1,0,1,25-34
6213,225.0,0,5,Güneşli,11.0,2,0,1,25-34
6214,115.0,0,5,Soğuk/Karlı,18.0,1,0,1,25-34
6215,260.0,1,5,Soğuk/Karlı,19.0,2,0,1,25-34
6216,255.0,1,5,Bulutlu,15.0,2,0,1,25-34
6217,160.0,1,5,Soğuk/Karlı,24.0,2,0,1,25-34
6218,45.0,1,5,Güneşli,14.0,1,0,1,25-34
6219,390.0,8,5,Yağmurlu,19.0,2,0,1,25-34
6220,425.0,8,5,Yağmurlu,24.0,2,0,1,25-34
6221,495.0,8,5,Bulutlu,10.0,2,0,1,25-34
6222,425.0,8,5,Yağmurlu,26.0,2,0,1,25-34
6223,1110.0,8,5,Soğuk/Karlı,25.0,2,0,1,25-34
